Name,Roll No,Batch,Department
Student_705,Roll705,21,Artificial Intelligence
Student_706,Roll706,23,Business Analytics
Student_707,Roll707,24,Computer Science
Student_708,Roll708,23,Business Analytics
Student_709,Roll709,23,Computer Science
Student_710,Roll710,24,Software Engineering
Student_711,Roll711,21,Computer Science
Student_712,Roll712,21,Software Engineering
Student_713,Roll713,22,Software Engineering
Student_714,Roll714,21,Electrical Engineering
Student_715,Roll715,24,Software Engineering
Student_716,Roll716,22,Electrical Engineering
Student_717,Roll717,23,Computer Science
Student_718,Roll718,23,Business Analytics
Student_719,Roll719,21,Electrical Engineering
Student_720,Roll720,22,Artificial Intelligence
Student_721,Roll721,22,Business Analytics
Student_722,Roll722,21,Electrical Engineering
Student_723,Roll723,21,Artificial Intelligence
Student_724,Roll724,24,Computer Science
Student_725,Roll725,22,Business Analytics
Student_726,Roll726,24,Artificial Intelligence
Student_727,Roll727,21,Business Analytics
Student_728,Roll728,21,Artificial Intelligence
Student_729,Roll729,23,Computer Science
Student_730,Roll730,22,Business Analytics
Student_731,Roll731,21,Artificial Intelligence
Student_732,Roll732,23,Computer Science
Student_733,Roll733,22,Artificial Intelligence
Student_734,Roll734,21,Software Engineering
Student_735,Roll735,22,Electrical Engineering
Student_736,Roll736,21,Artificial Intelligence
Student_737,Roll737,22,Computer Science
Student_738,Roll738,22,Software Engineering
Student_739,Roll739,23,Software Engineering
Student_740,Roll740,21,Electrical Engineering
Student_741,Roll741,22,Computer Science
Student_742,Roll742,23,Artificial Intelligence
Student_743,Roll743,24,Computer Science
Student_744,Roll744,24,Artificial Intelligence
Student_745,Roll745,23,Computer Science
Student_746,Roll746,23,Software Engineering
Student_747,Roll747,24,Electrical Engineering
Student_748,Roll748,24,Computer Science
Student_749,Roll749,23,Software Engineering
Student_750,Roll750,24,Business Analytics
Student_751,Roll751,22,Computer Science
Student_752,Roll752,23,Software Engineering
Student_753,Roll753,24,Electrical Engineering
Student_754,Roll754,22,Artificial Intelligence
Student_755,Roll755,23,Computer Science
Student_756,Roll756,22,Electrical Engineering
Student_757,Roll757,22,Business Analytics
Student_758,Roll758,24,Artificial Intelligence
Student_759,Roll759,22,Electrical Engineering
Student_760,Roll760,24,Software Engineering
Student_761,Roll761,23,Business Analytics
Student_762,Roll762,21,Software Engineering
Student_763,Roll763,24,Computer Science
Student_764,Roll764,23,Electrical Engineering
Student_765,Roll765,24,Business Analytics
Student_766,Roll766,22,Electrical Engineering
Student_767,Roll767,24,Computer Science
Student_768,Roll768,22,Artificial Intelligence
Student_769,Roll769,21,Business Analytics
Student_770,Roll770,24,Electrical Engineering
Student_771,Roll771,24,Electrical Engineering
Student_772,Roll772,22,Software Engineering
Student_773,Roll773,23,Computer Science
Student_774,Roll774,23,Computer Science
Student_775,Roll775,21,Software Engineering
Student_776,Roll776,22,Artificial Intelligence
Student_777,Roll777,21,Electrical Engineering
Student_778,Roll778,24,Artificial Intelligence
Student_779,Roll779,24,Software Engineering
Student_780,Roll780,21,Electrical Engineering
Student_781,Roll781,21,Artificial Intelligence
Student_782,Roll782,24,Business Analytics
Student_783,Roll783,21,Electrical Engineering
Student_784,Roll784,23,Artificial Intelligence
Student_785,Roll785,24,Artificial Intelligence
Student_786,Roll786,21,Business Analytics
Student_787,Roll787,21,Electrical Engineering
Student_788,Roll788,21,Software Engineering
Student_789,Roll789,21,Electrical Engineering
Student_790,Roll790,24,Business Analytics
Student_791,Roll791,21,Artificial Intelligence
Student_792,Roll792,23,Business Analytics
Student_793,Roll793,24,Computer Science
Student_794,Roll794,23,Business Analytics
Student_795,Roll795,24,Business Analytics
Student_796,Roll796,22,Artificial Intelligence
Student_797,Roll797,24,Computer Science
Student_798,Roll798,22,Computer Science
Student_799,Roll799,23,Software Engineering
Student_800,Roll800,24,Business Analytics
Student_801,Roll801,23,Business Analytics
Student_802,Roll802,24,Computer Science
Student_803,Roll803,22,Software Engineering
Student_804,Roll804,21,Software Engineering
Student_805,Roll805,23,Computer Science
Student_806,Roll806,24,Business Analytics
Student_807,Roll807,24,Business Analytics
Student_808,Roll808,23,Artificial Intelligence
Student_809,Roll809,22,Electrical Engineering
Student_810,Roll810,22,Software Engineering
Student_811,Roll811,21,Computer Science
Student_812,Roll812,23,Software Engineering
Student_813,Roll813,24,Electrical Engineering
Student_814,Roll814,22,Software Engineering
Student_815,Roll815,23,Computer Science
Student_816,Roll816,22,Computer Science
Student_817,Roll817,23,Business Analytics
Student_818,Roll818,24,Computer Science
Student_819,Roll819,24,Business Analytics
Student_820,Roll820,23,Artificial Intelligence
Student_821,Roll821,21,Electrical Engineering
Student_822,Roll822,22,Computer Science
Student_823,Roll823,22,Computer Science
Student_824,Roll824,22,Business Analytics
Student_825,Roll825,24,Artificial Intelligence
Student_826,Roll826,23,Electrical Engineering
Student_827,Roll827,23,Software Engineering
Student_828,Roll828,24,Computer Science
Student_829,Roll829,21,Computer Science
Student_830,Roll830,23,Computer Science
Student_831,Roll831,24,Electrical Engineering
Student_832,Roll832,23,Electrical Engineering
Student_833,Roll833,22,Artificial Intelligence
Student_834,Roll834,22,Software Engineering
Student_835,Roll835,21,Computer Science
Student_836,Roll836,22,Artificial Intelligence
Student_837,Roll837,23,Business Analytics
Student_838,Roll838,24,Electrical Engineering
Student_839,Roll839,23,Artificial Intelligence
Student_840,Roll840,22,Artificial Intelligence
Student_841,Roll841,23,Artificial Intelligence
Student_842,Roll842,22,Computer Science
Student_843,Roll843,22,Artificial Intelligence
Student_844,Roll844,23,Computer Science
Student_845,Roll845,21,Computer Science
Student_846,Roll846,22,Computer Science
Student_847,Roll847,23,Artificial Intelligence
Student_848,Roll848,23,Business Analytics
Student_849,Roll849,21,Artificial Intelligence
Student_850,Roll850,22,Software Engineering
Student_851,Roll851,23,Software Engineering
Student_852,Roll852,21,Electrical Engineering
Student_853,Roll853,24,Business Analytics
Student_854,Roll854,24,Computer Science
Student_855,Roll855,24,Software Engineering
Student_856,Roll856,24,Electrical Engineering
Student_857,Roll857,24,Computer Science
Student_858,Roll858,22,Business Analytics
Student_859,Roll859,24,Artificial Intelligence
Student_860,Roll860,22,Artificial Intelligence
Student_861,Roll861,24,Business Analytics
Student_862,Roll862,22,Artificial Intelligence
Student_863,Roll863,24,Computer Science
Student_864,Roll864,23,Computer Science
Student_865,Roll865,22,Artificial Intelligence
Student_866,Roll866,23,Business Analytics
Student_867,Roll867,24,Software Engineering
Student_868,Roll868,21,Artificial Intelligence
Student_869,Roll869,24,Software Engineering
Student_870,Roll870,21,Electrical Engineering
Student_871,Roll871,23,Business Analytics
Student_872,Roll872,21,Electrical Engineering
Student_873,Roll873,23,Artificial Intelligence
Student_874,Roll874,21,Electrical Engineering
Student_875,Roll875,24,Computer Science
Student_876,Roll876,22,Artificial Intelligence
Student_877,Roll877,23,Artificial Intelligence
Student_878,Roll878,21,Artificial Intelligence
Student_879,Roll879,24,Business Analytics
Student_880,Roll880,21,Artificial Intelligence
Student_881,Roll881,23,Artificial Intelligence
Student_882,Roll882,21,Computer Science
Student_883,Roll883,22,Business Analytics
Student_884,Roll884,21,Artificial Intelligence
Student_885,Roll885,22,Artificial Intelligence
Student_886,Roll886,22,Business Analytics
Student_887,Roll887,21,Computer Science
Student_888,Roll888,22,Business Analytics
Student_889,Roll889,21,Electrical Engineering
Student_890,Roll890,24,Electrical Engineering
Student_891,Roll891,21,Computer Science
Student_892,Roll892,21,Computer Science
Student_893,Roll893,22,Business Analytics
Student_894,Roll894,23,Computer Science
Student_895,Roll895,24,Business Analytics
Student_896,Roll896,24,Electrical Engineering
Student_897,Roll897,23,Computer Science
Student_898,Roll898,22,Artificial Intelligence
Student_899,Roll899,24,Software Engineering
Student_900,Roll900,22,Electrical Engineering
Student_901,Roll901,22,Electrical Engineering
Student_902,Roll902,23,Business Analytics
Student_903,Roll903,24,Electrical Engineering
Student_904,Roll904,24,Artificial Intelligence
Student_905,Roll905,24,Computer Science
Student_906,Roll906,24,Software Engineering
Student_907,Roll907,24,Business Analytics
Student_908,Roll908,24,Software Engineering
Student_909,Roll909,24,Software Engineering
Student_910,Roll910,21,Software Engineering
Student_911,Roll911,22,Electrical Engineering
Student_912,Roll912,23,Artificial Intelligence
Student_913,Roll913,21,Computer Science
Student_914,Roll914,21,Computer Science
Student_915,Roll915,23,Business Analytics
Student_916,Roll916,24,Business Analytics
Student_917,Roll917,22,Electrical Engineering
Student_918,Roll918,22,Artificial Intelligence
Student_919,Roll919,22,Artificial Intelligence
Student_920,Roll920,21,Artificial Intelligence
Student_921,Roll921,22,Business Analytics
Student_922,Roll922,21,Artificial Intelligence
Student_923,Roll923,24,Business Analytics
Student_924,Roll924,21,Artificial Intelligence
Student_925,Roll925,24,Business Analytics
Student_926,Roll926,22,Business Analytics
Student_927,Roll927,24,Electrical Engineering
Student_928,Roll928,21,Software Engineering
Student_929,Roll929,22,Artificial Intelligence
Student_930,Roll930,22,Business Analytics
Student_931,Roll931,22,Electrical Engineering
Student_932,Roll932,24,Artificial Intelligence
Student_933,Roll933,22,Business Analytics
Student_934,Roll934,21,Electrical Engineering
Student_935,Roll935,23,Business Analytics
Student_936,Roll936,24,Software Engineering
Student_937,Roll937,21,Software Engineering
Student_938,Roll938,23,Electrical Engineering
Student_939,Roll939,23,Computer Science
Student_940,Roll940,21,Business Analytics
Student_941,Roll941,24,Computer Science
Student_942,Roll942,24,Electrical Engineering
Student_943,Roll943,23,Software Engineering
Student_944,Roll944,22,Software Engineering
Student_945,Roll945,24,Computer Science
Student_946,Roll946,23,Software Engineering
Student_947,Roll947,22,Business Analytics
Student_948,Roll948,23,Artificial Intelligence
Student_949,Roll949,21,Software Engineering
Student_950,Roll950,24,Business Analytics
Student_951,Roll951,23,Business Analytics
Student_952,Roll952,23,Electrical Engineering
Student_953,Roll953,23,Artificial Intelligence
Student_954,Roll954,22,Artificial Intelligence
Student_955,Roll955,23,Electrical Engineering
Student_956,Roll956,21,Computer Science
Student_957,Roll957,22,Business Analytics
Student_958,Roll958,23,Electrical Engineering
Student_959,Roll959,23,Artificial Intelligence
Student_960,Roll960,24,Software Engineering
Student_961,Roll961,21,Software Engineering
Student_962,Roll962,21,Business Analytics
Student_963,Roll963,24,Software Engineering
Student_964,Roll964,23,Business Analytics
Student_965,Roll965,24,Business Analytics
Student_966,Roll966,22,Artificial Intelligence
Student_967,Roll967,24,Electrical Engineering
Student_968,Roll968,23,Business Analytics
Student_969,Roll969,21,Artificial Intelligence
Student_970,Roll970,22,Artificial Intelligence
Student_971,Roll971,21,Electrical Engineering
Student_972,Roll972,24,Artificial Intelligence
Student_973,Roll973,23,Business Analytics
Student_974,Roll974,21,Business Analytics
Student_975,Roll975,24,Computer Science
Student_976,Roll976,22,Electrical Engineering
Student_977,Roll977,23,Artificial Intelligence
Student_978,Roll978,22,Artificial Intelligence
Student_979,Roll979,23,Computer Science
Student_980,Roll980,21,Software Engineering
Student_981,Roll981,21,Software Engineering
Student_982,Roll982,24,Software Engineering
Student_983,Roll983,21,Artificial Intelligence
Student_984,Roll984,24,Electrical Engineering
Student_985,Roll985,24,Computer Science
Student_986,Roll986,23,Computer Science
Student_987,Roll987,22,Computer Science
Student_988,Roll988,22,Business Analytics
Student_989,Roll989,23,Computer Science
Student_990,Roll990,23,Business Analytics
Student_991,Roll991,24,Electrical Engineering
Student_992,Roll992,24,Computer Science
Student_993,Roll993,23,Artificial Intelligence
Student_994,Roll994,23,Software Engineering
Student_995,Roll995,21,Electrical Engineering
Student_996,Roll996,24,Computer Science
Student_997,Roll997,24,Computer Science
Student_998,Roll998,23,Electrical Engineering
Student_999,Roll999,23,Business Analytics
Student_1000,Roll1000,24,Business Analytics
Student_1001,Roll1001,23,Electrical Engineering
Student_1002,Roll1002,24,Electrical Engineering
Student_1003,Roll1003,23,Computer Science
Student_1004,Roll1004,22,Software Engineering
Student_1005,Roll1005,23,Business Analytics
Student_1006,Roll1006,21,Software Engineering
Student_1007,Roll1007,24,Computer Science
Student_1008,Roll1008,21,Computer Science
Student_1009,Roll1009,22,Electrical Engineering
Student_1010,Roll1010,21,Artificial Intelligence
Student_1011,Roll1011,22,Computer Science
Student_1012,Roll1012,21,Software Engineering
Student_1013,Roll1013,21,Software Engineering
Student_1014,Roll1014,21,Business Analytics
Student_1015,Roll1015,22,Business Analytics
Student_1016,Roll1016,21,Computer Science
Student_1017,Roll1017,21,Software Engineering
Student_1018,Roll1018,24,Electrical Engineering
Student_1019,Roll1019,22,Business Analytics
Student_1020,Roll1020,23,Business Analytics
Student_1021,Roll1021,23,Electrical Engineering
Student_1022,Roll1022,24,Business Analytics
Student_1023,Roll1023,23,Computer Science
Student_1024,Roll1024,23,Artificial Intelligence
Student_1025,Roll1025,21,Business Analytics
Student_1026,Roll1026,23,Software Engineering
Student_1027,Roll1027,23,Software Engineering
Student_1028,Roll1028,23,Computer Science
Student_1029,Roll1029,24,Computer Science
Student_1030,Roll1030,21,Business Analytics
Student_1031,Roll1031,24,Artificial Intelligence
Student_1032,Roll1032,23,Artificial Intelligence
Student_1033,Roll1033,21,Artificial Intelligence
Student_1034,Roll1034,22,Electrical Engineering
Student_1035,Roll1035,21,Artificial Intelligence
Student_1036,Roll1036,23,Artificial Intelligence
Student_1037,Roll1037,23,Business Analytics
Student_1038,Roll1038,21,Artificial Intelligence
Student_1039,Roll1039,23,Computer Science
Student_1040,Roll1040,23,Computer Science
Student_1041,Roll1041,23,Artificial Intelligence
Student_1042,Roll1042,23,Artificial Intelligence
Student_1043,Roll1043,22,Software Engineering
Student_1044,Roll1044,24,Electrical Engineering
Student_1045,Roll1045,21,Software Engineering
Student_1046,Roll1046,21,Artificial Intelligence
Student_1047,Roll1047,23,Business Analytics
Student_1048,Roll1048,23,Software Engineering
Student_1049,Roll1049,24,Computer Science
Student_1050,Roll1050,22,Computer Science
Student_1051,Roll1051,23,Electrical Engineering
Student_1052,Roll1052,23,Electrical Engineering
Student_1053,Roll1053,23,Software Engineering
Student_1054,Roll1054,21,Artificial Intelligence
Student_1055,Roll1055,23,Business Analytics
Student_1056,Roll1056,21,Electrical Engineering
Student_1057,Roll1057,22,Business Analytics
Student_1058,Roll1058,21,Electrical Engineering
Student_1059,Roll1059,24,Electrical Engineering
Student_1060,Roll1060,22,Software Engineering
Student_1061,Roll1061,24,Computer Science
Student_1062,Roll1062,23,Business Analytics
Student_1063,Roll1063,21,Computer Science
Student_1064,Roll1064,24,Computer Science
Student_1065,Roll1065,23,Software Engineering
Student_1066,Roll1066,22,Business Analytics
Student_1067,Roll1067,24,Electrical Engineering
Student_1068,Roll1068,22,Computer Science
Student_1069,Roll1069,23,Business Analytics
Student_1070,Roll1070,21,Computer Science
Student_1071,Roll1071,23,Electrical Engineering
Student_1072,Roll1072,21,Artificial Intelligence
Student_1073,Roll1073,21,Computer Science
Student_1074,Roll1074,22,Business Analytics
Student_1075,Roll1075,24,Computer Science
Student_1076,Roll1076,21,Software Engineering
Student_1077,Roll1077,24,Computer Science
Student_1078,Roll1078,24,Software Engineering
Student_1079,Roll1079,21,Electrical Engineering
Student_1080,Roll1080,21,Electrical Engineering
Student_1081,Roll1081,23,Computer Science
Student_1082,Roll1082,24,Artificial Intelligence
Student_1083,Roll1083,22,Electrical Engineering
Student_1084,Roll1084,24,Business Analytics
Student_1085,Roll1085,24,Electrical Engineering
Student_1086,Roll1086,24,Artificial Intelligence
Student_1087,Roll1087,24,Software Engineering
Student_1088,Roll1088,23,Business Analytics
Student_1089,Roll1089,21,Computer Science
Student_1090,Roll1090,24,Electrical Engineering
Student_1091,Roll1091,22,Software Engineering
Student_1092,Roll1092,22,Business Analytics
Student_1093,Roll1093,24,Electrical Engineering
Student_1094,Roll1094,22,Business Analytics
Student_1095,Roll1095,24,Business Analytics
Student_1096,Roll1096,21,Computer Science
Student_1097,Roll1097,21,Artificial Intelligence
Student_1098,Roll1098,21,Electrical Engineering
Student_1099,Roll1099,21,Computer Science
Student_1100,Roll1100,23,Electrical Engineering
Student_1101,Roll1101,22,Electrical Engineering
Student_1102,Roll1102,22,Computer Science
Student_1103,Roll1103,24,Business Analytics
Student_1104,Roll1104,22,Business Analytics
Student_1105,Roll1105,22,Artificial Intelligence
Student_1106,Roll1106,21,Business Analytics
Student_1107,Roll1107,24,Software Engineering
Student_1108,Roll1108,24,Electrical Engineering
Student_1109,Roll1109,21,Electrical Engineering
Student_1110,Roll1110,22,Business Analytics
Student_1111,Roll1111,21,Computer Science
Student_1112,Roll1112,21,Business Analytics
Student_1113,Roll1113,23,Computer Science
Student_1114,Roll1114,22,Software Engineering
Student_1115,Roll1115,22,Electrical Engineering
Student_1116,Roll1116,23,Software Engineering
Student_1117,Roll1117,21,Computer Science
Student_1118,Roll1118,22,Business Analytics
Student_1119,Roll1119,21,Artificial Intelligence
Student_1120,Roll1120,24,Software Engineering
Student_1121,Roll1121,21,Computer Science
Student_1122,Roll1122,23,Electrical Engineering
Student_1123,Roll1123,24,Business Analytics
Student_1124,Roll1124,22,Electrical Engineering
Student_1125,Roll1125,24,Software Engineering
Student_1126,Roll1126,22,Electrical Engineering
Student_1127,Roll1127,24,Computer Science
Student_1128,Roll1128,22,Business Analytics
Student_1129,Roll1129,24,Business Analytics
Student_1130,Roll1130,21,Business Analytics
Student_1131,Roll1131,22,Computer Science
Student_1132,Roll1132,24,Computer Science
Student_1133,Roll1133,23,Electrical Engineering
Student_1134,Roll1134,23,Electrical Engineering
Student_1135,Roll1135,22,Computer Science
Student_1136,Roll1136,24,Business Analytics
Student_1137,Roll1137,23,Electrical Engineering
Student_1138,Roll1138,23,Software Engineering
Student_1139,Roll1139,23,Artificial Intelligence
Student_1140,Roll1140,23,Artificial Intelligence
Student_1141,Roll1141,23,Software Engineering
Student_1142,Roll1142,21,Software Engineering
Student_1143,Roll1143,24,Computer Science
Student_1144,Roll1144,23,Business Analytics
Student_1145,Roll1145,21,Business Analytics
Student_1146,Roll1146,22,Software Engineering
Student_1147,Roll1147,21,Software Engineering
Student_1148,Roll1148,22,Electrical Engineering
Student_1149,Roll1149,21,Software Engineering
Student_1150,Roll1150,21,Electrical Engineering
Student_1151,Roll1151,24,Software Engineering
Student_1152,Roll1152,24,Software Engineering
Student_1153,Roll1153,23,Artificial Intelligence
Student_1154,Roll1154,23,Business Analytics
Student_1155,Roll1155,24,Business Analytics
Student_1156,Roll1156,24,Computer Science
Student_1157,Roll1157,23,Computer Science
Student_1158,Roll1158,23,Electrical Engineering
Student_1159,Roll1159,22,Software Engineering
Student_1160,Roll1160,24,Business Analytics
Student_1161,Roll1161,24,Computer Science
Student_1162,Roll1162,23,Software Engineering
Student_1163,Roll1163,24,Electrical Engineering
Student_1164,Roll1164,22,Software Engineering
Student_1165,Roll1165,23,Electrical Engineering
Student_1166,Roll1166,24,Computer Science
Student_1167,Roll1167,22,Computer Science
Student_1168,Roll1168,22,Artificial Intelligence
Student_1169,Roll1169,24,Artificial Intelligence
Student_1170,Roll1170,21,Artificial Intelligence
Student_1171,Roll1171,22,Software Engineering
Student_1172,Roll1172,24,Electrical Engineering
Student_1173,Roll1173,21,Computer Science
Student_1174,Roll1174,21,Electrical Engineering
Student_1175,Roll1175,22,Business Analytics
Student_1176,Roll1176,22,Artificial Intelligence
Student_1177,Roll1177,21,Artificial Intelligence
Student_1178,Roll1178,24,Business Analytics
Student_1179,Roll1179,24,Computer Science
Student_1180,Roll1180,22,Software Engineering
Student_1181,Roll1181,22,Artificial Intelligence
Student_1182,Roll1182,21,Software Engineering
Student_1183,Roll1183,23,Computer Science
Student_1184,Roll1184,22,Computer Science
Student_1185,Roll1185,22,Computer Science
Student_1186,Roll1186,21,Electrical Engineering
Student_1187,Roll1187,22,Computer Science
Student_1188,Roll1188,22,Business Analytics
Student_1189,Roll1189,21,Electrical Engineering
Student_1190,Roll1190,24,Computer Science
Student_1191,Roll1191,23,Computer Science
Student_1192,Roll1192,22,Artificial Intelligence
Student_1193,Roll1193,24,Business Analytics
Student_1194,Roll1194,24,Software Engineering
Student_1195,Roll1195,21,Electrical Engineering
Student_1196,Roll1196,23,Computer Science
Student_1197,Roll1197,23,Business Analytics
Student_1198,Roll1198,24,Software Engineering
Student_1199,Roll1199,22,Computer Science
Student_1200,Roll1200,24,Electrical Engineering
Student_1201,Roll1201,23,Electrical Engineering
Student_1202,Roll1202,22,Computer Science
Student_1203,Roll1203,21,Electrical Engineering
Student_1204,Roll1204,24,Computer Science
Student_1205,Roll1205,21,Artificial Intelligence
Student_1206,Roll1206,21,Business Analytics
Student_1207,Roll1207,23,Artificial Intelligence
Student_1208,Roll1208,23,Artificial Intelligence
Student_1209,Roll1209,24,Software Engineering
Student_1210,Roll1210,21,Artificial Intelligence
Student_1211,Roll1211,22,Electrical Engineering
Student_1212,Roll1212,23,Software Engineering
Student_1213,Roll1213,21,Computer Science
Student_1214,Roll1214,23,Software Engineering
Student_1215,Roll1215,23,Electrical Engineering
Student_1216,Roll1216,24,Software Engineering
Student_1217,Roll1217,24,Electrical Engineering
Student_1218,Roll1218,22,Computer Science
Student_1219,Roll1219,23,Computer Science
Student_1220,Roll1220,21,Artificial Intelligence
Student_1221,Roll1221,21,Software Engineering
Student_1222,Roll1222,21,Computer Science
Student_1223,Roll1223,24,Computer Science
Student_1224,Roll1224,21,Computer Science
Student_1225,Roll1225,23,Business Analytics
Student_1226,Roll1226,21,Business Analytics
Student_1227,Roll1227,23,Business Analytics
Student_1228,Roll1228,22,Software Engineering
Student_1229,Roll1229,24,Software Engineering
Student_1230,Roll1230,23,Software Engineering
Student_1231,Roll1231,22,Business Analytics
Student_1232,Roll1232,21,Business Analytics
Student_1233,Roll1233,24,Software Engineering
Student_1234,Roll1234,23,Artificial Intelligence
Student_1235,Roll1235,23,Artificial Intelligence
Student_1236,Roll1236,22,Computer Science
Student_1237,Roll1237,22,Artificial Intelligence
Student_1238,Roll1238,22,Computer Science
Student_1239,Roll1239,24,Business Analytics
Student_1240,Roll1240,21,Business Analytics
Student_1241,Roll1241,22,Business Analytics
Student_1242,Roll1242,24,Software Engineering
Student_1243,Roll1243,22,Computer Science
Student_1244,Roll1244,22,Computer Science
Student_1245,Roll1245,21,Software Engineering
Student_1246,Roll1246,22,Business Analytics
Student_1247,Roll1247,24,Software Engineering
Student_1248,Roll1248,23,Artificial Intelligence
Student_1249,Roll1249,24,Electrical Engineering
Student_1250,Roll1250,24,Computer Science
Student_1251,Roll1251,21,Software Engineering
Student_1252,Roll1252,24,Computer Science
Student_1253,Roll1253,21,Computer Science
Student_1254,Roll1254,21,Computer Science
Student_1255,Roll1255,24,Artificial Intelligence
Student_1256,Roll1256,23,Business Analytics
Student_1257,Roll1257,21,Software Engineering
Student_1258,Roll1258,22,Artificial Intelligence
Student_1259,Roll1259,22,Business Analytics
Student_1260,Roll1260,22,Business Analytics
Student_1261,Roll1261,24,Artificial Intelligence
Student_1262,Roll1262,21,Software Engineering
Student_1263,Roll1263,21,Electrical Engineering
Student_1264,Roll1264,24,Electrical Engineering
Student_1265,Roll1265,23,Artificial Intelligence
Student_1266,Roll1266,22,Software Engineering
Student_1267,Roll1267,21,Business Analytics
Student_1268,Roll1268,24,Computer Science
Student_1269,Roll1269,23,Computer Science
Student_1270,Roll1270,24,Software Engineering
Student_1271,Roll1271,21,Electrical Engineering
Student_1272,Roll1272,21,Artificial Intelligence
Student_1273,Roll1273,21,Software Engineering
Student_1274,Roll1274,24,Computer Science
Student_1275,Roll1275,22,Business Analytics
Student_1276,Roll1276,22,Business Analytics
Student_1277,Roll1277,21,Business Analytics
Student_1278,Roll1278,22,Software Engineering
Student_1279,Roll1279,23,Computer Science
Student_1280,Roll1280,21,Electrical Engineering
Student_1281,Roll1281,22,Software Engineering
Student_1282,Roll1282,21,Computer Science
Student_1283,Roll1283,22,Business Analytics
Student_1284,Roll1284,24,Business Analytics
Student_1285,Roll1285,22,Business Analytics
Student_1286,Roll1286,23,Business Analytics
Student_1287,Roll1287,24,Electrical Engineering
Student_1288,Roll1288,24,Artificial Intelligence
Student_1289,Roll1289,24,Artificial Intelligence
Student_1290,Roll1290,22,Artificial Intelligence
Student_1291,Roll1291,24,Computer Science
Student_1292,Roll1292,22,Artificial Intelligence
Student_1293,Roll1293,21,Electrical Engineering
Student_1294,Roll1294,24,Computer Science
Student_1295,Roll1295,24,Software Engineering
Student_1296,Roll1296,24,Software Engineering
Student_1297,Roll1297,24,Business Analytics
Student_1298,Roll1298,21,Artificial Intelligence
Student_1299,Roll1299,22,Business Analytics
Student_1300,Roll1300,21,Electrical Engineering
Student_1301,Roll1301,21,Electrical Engineering
Student_1302,Roll1302,21,Electrical Engineering
Student_1303,Roll1303,23,Electrical Engineering
Student_1304,Roll1304,24,Artificial Intelligence
Student_1305,Roll1305,22,Computer Science
Student_1306,Roll1306,22,Computer Science
Student_1307,Roll1307,24,Artificial Intelligence
Student_1308,Roll1308,21,Artificial Intelligence
Student_1309,Roll1309,24,Computer Science
Student_1310,Roll1310,23,Software Engineering
Student_1311,Roll1311,22,Artificial Intelligence
Student_1312,Roll1312,24,Electrical Engineering
Student_1313,Roll1313,21,Software Engineering
Student_1314,Roll1314,24,Software Engineering
Student_1315,Roll1315,21,Electrical Engineering
Student_1316,Roll1316,22,Business Analytics
Student_1317,Roll1317,23,Computer Science
Student_1318,Roll1318,23,Business Analytics
Student_1319,Roll1319,22,Software Engineering
Student_1320,Roll1320,22,Software Engineering
Student_1321,Roll1321,22,Electrical Engineering
Student_1322,Roll1322,24,Business Analytics
Student_1323,Roll1323,23,Business Analytics
Student_1324,Roll1324,21,Software Engineering
Student_1325,Roll1325,23,Business Analytics
Student_1326,Roll1326,22,Artificial Intelligence
Student_1327,Roll1327,23,Software Engineering
Student_1328,Roll1328,22,Software Engineering
Student_1329,Roll1329,21,Software Engineering
Student_1330,Roll1330,21,Artificial Intelligence
Student_1331,Roll1331,21,Computer Science
Student_1332,Roll1332,21,Artificial Intelligence
Student_1333,Roll1333,23,Computer Science
Student_1334,Roll1334,24,Business Analytics
Student_1335,Roll1335,22,Artificial Intelligence
Student_1336,Roll1336,24,Software Engineering
Student_1337,Roll1337,23,Business Analytics
Student_1338,Roll1338,22,Computer Science
Student_1339,Roll1339,22,Software Engineering
Student_1340,Roll1340,22,Computer Science
Student_1341,Roll1341,22,Computer Science
Student_1342,Roll1342,21,Business Analytics
Student_1343,Roll1343,23,Artificial Intelligence
Student_1344,Roll1344,24,Artificial Intelligence
Student_1345,Roll1345,21,Software Engineering
Student_1346,Roll1346,23,Electrical Engineering
Student_1347,Roll1347,24,Artificial Intelligence
Student_1348,Roll1348,24,Artificial Intelligence
Student_1349,Roll1349,22,Artificial Intelligence
Student_1350,Roll1350,21,Business Analytics
Student_1351,Roll1351,24,Computer Science
Student_1352,Roll1352,23,Software Engineering
Student_1353,Roll1353,24,Electrical Engineering
Student_1354,Roll1354,22,Electrical Engineering
Student_1355,Roll1355,21,Business Analytics
Student_1356,Roll1356,24,Artificial Intelligence
Student_1357,Roll1357,22,Business Analytics
Student_1358,Roll1358,23,Computer Science
Student_1359,Roll1359,21,Computer Science
Student_1360,Roll1360,23,Computer Science
Student_1361,Roll1361,23,Software Engineering
Student_1362,Roll1362,24,Computer Science
Student_1363,Roll1363,23,Electrical Engineering
Student_1364,Roll1364,22,Computer Science
Student_1365,Roll1365,23,Electrical Engineering
Student_1366,Roll1366,24,Artificial Intelligence
Student_1367,Roll1367,24,Business Analytics
Student_1368,Roll1368,23,Artificial Intelligence
Student_1369,Roll1369,21,Electrical Engineering
Student_1370,Roll1370,24,Computer Science
Student_1371,Roll1371,23,Electrical Engineering
Student_1372,Roll1372,22,Business Analytics
Student_1373,Roll1373,22,Business Analytics
Student_1374,Roll1374,24,Electrical Engineering
